species,slug,side,release,defined_bank,actual_bank,address,file_offset,compressed_sha256,compressed_size,decompressed_size,decompressed_2bpp_sha256
18,pidgeot,front,JP-REV0,0x14,0x20,0x77B9,0x0837B9,99586c0931ad33219c1b132759751b20565b062a58736e32c8c24c4659e84de9,484,784,2e5adde88b4422c5321d66efe22367f8dd8ff98de008c1e1e2d792b71ebbc0be
18,pidgeot,front,JP-REVA,0x14,0x20,0x77B9,0x0837B9,99586c0931ad33219c1b132759751b20565b062a58736e32c8c24c4659e84de9,484,784,2e5adde88b4422c5321d66efe22367f8dd8ff98de008c1e1e2d792b71ebbc0be
18,pidgeot,front,KR-REV0,0x14,0x20,0x77B9,0x0837B9,99586c0931ad33219c1b132759751b20565b062a58736e32c8c24c4659e84de9,484,784,2e5adde88b4422c5321d66efe22367f8dd8ff98de008c1e1e2d792b71ebbc0be
18,pidgeot,front,US-EU-REV0,0x14,0x20,0x75BB,0x0835BB,99586c0931ad33219c1b132759751b20565b062a58736e32c8c24c4659e84de9,484,784,2e5adde88b4422c5321d66efe22367f8dd8ff98de008c1e1e2d792b71ebbc0be
18,pidgeot,front,DE-REV0,0x14,0x20,0x75BB,0x0835BB,99586c0931ad33219c1b132759751b20565b062a58736e32c8c24c4659e84de9,484,784,2e5adde88b4422c5321d66efe22367f8dd8ff98de008c1e1e2d792b71ebbc0be
18,pidgeot,front,FR-REV0,0x14,0x20,0x75BB,0x0835BB,99586c0931ad33219c1b132759751b20565b062a58736e32c8c24c4659e84de9,484,784,2e5adde88b4422c5321d66efe22367f8dd8ff98de008c1e1e2d792b71ebbc0be
18,pidgeot,front,IT-REV0,0x14,0x20,0x75BB,0x0835BB,99586c0931ad33219c1b132759751b20565b062a58736e32c8c24c4659e84de9,484,784,2e5adde88b4422c5321d66efe22367f8dd8ff98de008c1e1e2d792b71ebbc0be
18,pidgeot,front,ES-REV0,0x14,0x20,0x75BB,0x0835BB,99586c0931ad33219c1b132759751b20565b062a58736e32c8c24c4659e84de9,484,784,2e5adde88b4422c5321d66efe22367f8dd8ff98de008c1e1e2d792b71ebbc0be
18,pidgeot,back,JP-REV0,0x1B,0x1B,0x47F9,0x06C7F9,46ea2611f46a4969fd9a5f43e00bd34ac124012e65f5f2132e9d42286fc1a36f,339,576,829b7a805c0ab3db8c634c0aefbdbee0116301773cf62f1ff4664fde7990f7e0
18,pidgeot,back,JP-REVA,0x1B,0x1B,0x47F9,0x06C7F9,46ea2611f46a4969fd9a5f43e00bd34ac124012e65f5f2132e9d42286fc1a36f,339,576,829b7a805c0ab3db8c634c0aefbdbee0116301773cf62f1ff4664fde7990f7e0
18,pidgeot,back,KR-REV0,0x1B,0x1B,0x47F9,0x06C7F9,46ea2611f46a4969fd9a5f43e00bd34ac124012e65f5f2132e9d42286fc1a36f,339,576,829b7a805c0ab3db8c634c0aefbdbee0116301773cf62f1ff4664fde7990f7e0
18,pidgeot,back,US-EU-REV0,0x1B,0x1B,0x47F5,0x06C7F5,46ea2611f46a4969fd9a5f43e00bd34ac124012e65f5f2132e9d42286fc1a36f,339,576,829b7a805c0ab3db8c634c0aefbdbee0116301773cf62f1ff4664fde7990f7e0
18,pidgeot,back,DE-REV0,0x1B,0x1B,0x47F5,0x06C7F5,46ea2611f46a4969fd9a5f43e00bd34ac124012e65f5f2132e9d42286fc1a36f,339,576,829b7a805c0ab3db8c634c0aefbdbee0116301773cf62f1ff4664fde7990f7e0
18,pidgeot,back,FR-REV0,0x1B,0x1B,0x47F5,0x06C7F5,46ea2611f46a4969fd9a5f43e00bd34ac124012e65f5f2132e9d42286fc1a36f,339,576,829b7a805c0ab3db8c634c0aefbdbee0116301773cf62f1ff4664fde7990f7e0
18,pidgeot,back,IT-REV0,0x1B,0x1B,0x47F5,0x06C7F5,46ea2611f46a4969fd9a5f43e00bd34ac124012e65f5f2132e9d42286fc1a36f,339,576,829b7a805c0ab3db8c634c0aefbdbee0116301773cf62f1ff4664fde7990f7e0
18,pidgeot,back,ES-REV0,0x1B,0x1B,0x47F5,0x06C7F5,46ea2611f46a4969fd9a5f43e00bd34ac124012e65f5f2132e9d42286fc1a36f,339,576,829b7a805c0ab3db8c634c0aefbdbee0116301773cf62f1ff4664fde7990f7e0
